source_act,amended_act,carrier_article,carrier_section,provision_type,mechanism,screening_confidence,intermediary_validated,matched_pattern,matched_keyword,evidence_text
32022L2464,Amendments to Directive 2006/43/EC,Article 25c,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"1. A statutory auditor or an audit firm carrying out the assurance of sustainability reporting of a public-interest entity, or any member of the network to which the statutory auditor or the audit firm belongs, shall not directly or indirectly provide to the public-interest entity that is the subject of the assurance of sustainability reporting, to its parent undertaking or to its controlled undertakings within the Union the prohibited non-audit services referred to in points (b) and (c) and poi"
32022L2464,Amendments to Directive 2006/43/EC,Article 25c,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,the period between the beginning of the period subject to the assurance of sustainability reporting and the issuing of the assurance report on sustainability reporting; and
32022L2464,Amendments to Directive 2006/43/EC,Article 25c,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\bassurance\b,assurance,the period between the beginning of the period subject to the assurance of sustainability reporting and the issuing of the assurance report on sustainability reporting; and
32022L2464,Amendments to Directive 2006/43/EC,Article 25c,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"2. A statutory auditor or an audit firm carrying out the assurance of sustainability reporting of public-interest entities and, where the statutory auditor or the audit firm belongs to a network, any member of such network, may provide to the public-interest entity that is the subject of the assurance of sustainability reporting, to its parent undertaking or to its controlled undertakings non-audit services other than the prohibited non-audit services referred to in paragraph 1 of this Article, "
32022L2464,Amendments to Directive 2006/43/EC,Article 25c,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"2. A statutory auditor or an audit firm carrying out the assurance of sustainability reporting of public-interest entities and, where the statutory auditor or the audit firm belongs to a network, any member of such network, may provide to the public-interest entity that is the subject of the assurance of sustainability reporting, to its parent undertaking or to its controlled undertakings non-audit services other than the prohibited non-audit services referred to in paragraph 1 of this Article, "
32022L2464,Amendments to Directive 2006/43/EC,Article 25c,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"3. When a member of a network to which the statutory auditor or the audit firm carrying out the assurance of sustainability reporting of a public-interest entity belongs provides the prohibited non-audit services referred to in paragraph 1 of this Article to an undertaking incorporated in a third country which is controlled by the public-interest entity that is the subject of assurance of sustainability reporting, the statutory auditor or the audit firm concerned shall assess whether his, her or"
32022L2464,Amendments to Directive 2006/43/EC,Article 25c,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"3. When a member of a network to which the statutory auditor or the audit firm carrying out the assurance of sustainability reporting of a public-interest entity belongs provides the prohibited non-audit services referred to in paragraph 1 of this Article to an undertaking incorporated in a third country which is controlled by the public-interest entity that is the subject of assurance of sustainability reporting, the statutory auditor or the audit firm concerned shall assess whether his, her or"
32022L2464,Amendments to Directive 2006/43/EC,Article 25c,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"If his, her or its independence is affected, the statutory auditor or the audit firm shall apply safeguards in order to mitigate the threats caused by the provision of prohibited non-audit services referred to in paragraph 1 of this Article in a third country. The statutory auditor or the audit firm may continue to carry out the assurance of sustainability reporting of the public-interest entity only if he, she or it can justify, in accordance with Article 22b, that the provision of such service"
32022L2464,Amendments to Directive 2006/43/EC,Article 25c,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"If his, her or its independence is affected, the statutory auditor or the audit firm shall apply safeguards in order to mitigate the threats caused by the provision of prohibited non-audit services referred to in paragraph 1 of this Article in a third country. The statutory auditor or the audit firm may continue to carry out the assurance of sustainability reporting of the public-interest entity only if he, she or it can justify, in accordance with Article 22b, that the provision of such service"
32022L2464,Amendments to Directive 2006/43/EC,Article 25d,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,Article 7 of Regulation (EU) No 537/2014 shall apply mutatis mutandis to a statutory auditor or an audit firm carrying out the assurance of sustainability reporting of a public-interest entity.’;
32022L2464,Amendments to Directive 2006/43/EC,Article 25d,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,Article 7 of Regulation (EU) No 537/2014 shall apply mutatis mutandis to a statutory auditor or an audit firm carrying out the assurance of sustainability reporting of a public-interest entity.’;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,Assurance standards for sustainability reporting
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\bassurance\b,Assurance,Assurance standards for sustainability reporting
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,1. Member States shall require statutory auditors and audit firms to carry out the assurance of sustainability reporting in compliance with the assurance standards adopted by the Commission in accordance with paragraph 3.
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,1. Member States shall require statutory auditors and audit firms to carry out the assurance of sustainability reporting in compliance with the assurance standards adopted by the Commission in accordance with paragraph 3.
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\bassurance\b,assurance,"2. Member States may apply national assurance standards, procedures or requirements as long as the Commission has not adopted an assurance standard covering the same subject matter."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\bassurance\b,assurance,"Member States shall communicate the national assurance standards, procedures or requirements to the Commission at least three months before their entry into force."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"3. The Commission shall, no later than 1 October 2026, adopt delegated acts in accordance with Article 48a in order to supplement this Directive in order to provide for limited assurance standards setting out the procedures that the auditor(s) and the audit firm(s) shall perform in order to draw his, her or its conclusions on the assurance of sustainability reporting, including engagement planning, risk consideration and response to risks and type of conclusions to be included in the assurance r"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,audit firm,audit firm,"3. The Commission shall, no later than 1 October 2026, adopt delegated acts in accordance with Article 48a in order to supplement this Directive in order to provide for limited assurance standards setting out the procedures that the auditor(s) and the audit firm(s) shall perform in order to draw his, her or its conclusions on the assurance of sustainability reporting, including engagement planning, risk consideration and response to risks and type of conclusions to be included in the assurance r"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,(EU ETS )?(lead )?auditor,auditor,"The Commission shall, no later than 1 October 2028, adopt delegated acts in accordance with Article 48a in order to supplement this Directive in order to provide for reasonable assurance standards, following an assessment to determine if reasonable assurance is feasible for auditors and for undertakings. Taking into account the results of that assessment and if therefore appropriate, those delegated acts shall specify the date from which the opinion referred to in point (aa) of the second subpar"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\bassurance\b,assurance,The Commission may adopt the assurance standards referred to in the first and second subparagraphs only if they:
32022L2464,Amendments to Directive 2006/43/EC,‘Article 26a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,contribute a high level of credibility and quality to the annual or consolidated sustainability reporting; and
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,1,sustainability reporting,sustainability reporting,Assurance of consolidated sustainability reporting
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,1,\bassurance\b,Assurance,Assurance of consolidated sustainability reporting
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,1,sustainability reporting,sustainability reporting,1. Member States shall ensure that in the case of assurance engagements concerning the consolidated sustainability reporting of a group of undertakings:
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,assurance (engagement|opinion|provider|services),assurance engagement,1. Member States shall ensure that in the case of assurance engagements concerning the consolidated sustainability reporting of a group of undertakings:
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,1,sustainability reporting,sustainability reporting,"in relation to the consolidated sustainability reporting, the group auditor bears the full responsibility for the assurance report on sustainability reporting referred to in Article 28a;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,(EU ETS )?(lead )?auditor,auditor,"in relation to the consolidated sustainability reporting, the group auditor bears the full responsibility for the assurance report on sustainability reporting referred to in Article 28a;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,1,sustainability reporting,sustainability reporting,"the group auditor evaluates the assurance work performed by any independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting and documents the nature, timing and extent of the work performed by those auditors, including, where applicable, the group auditor’s review of relevant parts of those auditors’ assurance documentation; and"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,certificacao,high,1,independent assurance services provider,independent assurance services provider,"the group auditor evaluates the assurance work performed by any independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting and documents the nature, timing and extent of the work performed by those auditors, including, where applicable, the group auditor’s review of relevant parts of those auditors’ assurance documentation; and"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,statutory auditor,statutory auditor,"the group auditor evaluates the assurance work performed by any independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting and documents the nature, timing and extent of the work performed by those auditors, including, where applicable, the group auditor’s review of relevant parts of those auditors’ assurance documentation; and"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,1,sustainability reporting,sustainability reporting,"the group auditor reviews the assurance work performed by independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting and documents it."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,certificacao,high,1,independent assurance services provider,independent assurance services provider,"the group auditor reviews the assurance work performed by independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting and documents it."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,statutory auditor,statutory auditor,"the group auditor reviews the assurance work performed by independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting and documents it."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,(EU ETS )?(lead )?auditor,auditor,The documentation retained by the group auditor shall be such as to enable the relevant competent authority to review the work of the group auditor.
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,1,sustainability reporting,sustainability reporting,"For the purposes of point (c) of the first subparagraph of this paragraph, the group auditor shall request the agreement of the independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) concerned to the transfer of relevant documentation during the conduct of the assurance of consolidated sustainability reporting, as a condition of the reliance by the group auditor on the work of those independent assurance servic"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,certificacao,high,1,independent assurance services provider,independent assurance services provider,"For the purposes of point (c) of the first subparagraph of this paragraph, the group auditor shall request the agreement of the independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) concerned to the transfer of relevant documentation during the conduct of the assurance of consolidated sustainability reporting, as a condition of the reliance by the group auditor on the work of those independent assurance servic"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,statutory auditor,statutory auditor,"For the purposes of point (c) of the first subparagraph of this paragraph, the group auditor shall request the agreement of the independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) concerned to the transfer of relevant documentation during the conduct of the assurance of consolidated sustainability reporting, as a condition of the reliance by the group auditor on the work of those independent assurance servic"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,(EU ETS )?(lead )?auditor,auditor,"2. Where the group auditor is unable to comply with point (c) of the first subparagraph of paragraph 1, he, she or it shall take appropriate measures and inform the relevant competent authority."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,1,\bassurance\b,assurance,"Such measures shall, where appropriate, include carrying out additional assurance work, either directly or by outsourcing such tasks, in the relevant subsidiary."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,1,sustainability reporting,sustainability reporting,"3. Where the group auditor is subject to a quality assurance review or an investigation concerning the assurance of consolidated sustainability reporting of a group of undertakings, the group auditor shall, when requested, make available to the competent authority the relevant documentation he, she or it retains concerning the assurance work performed by the respective independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or a"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,certificacao,high,1,independent assurance services provider,independent assurance services provider,"3. Where the group auditor is subject to a quality assurance review or an investigation concerning the assurance of consolidated sustainability reporting of a group of undertakings, the group auditor shall, when requested, make available to the competent authority the relevant documentation he, she or it retains concerning the assurance work performed by the respective independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or a"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,statutory auditor,statutory auditor,"3. Where the group auditor is subject to a quality assurance review or an investigation concerning the assurance of consolidated sustainability reporting of a group of undertakings, the group auditor shall, when requested, make available to the competent authority the relevant documentation he, she or it retains concerning the assurance work performed by the respective independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or a"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,1,sustainability reporting,sustainability reporting,The competent authority may request additional documentation on the assurance work performed by any statutory auditor(s) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting from the relevant competent authorities pursuant to Article 36.
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,statutory auditor,statutory auditor,The competent authority may request additional documentation on the assurance work performed by any statutory auditor(s) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting from the relevant competent authorities pursuant to Article 36.
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,1,sustainability reporting,sustainability reporting,"Where the assurance of sustainability reporting of a parent undertaking or a subsidiary undertaking of a group of undertakings is carried out by any auditor(s) or audit entity(ies) from a third country, the competent authority may request additional documentation on the assurance work performed by any third-country auditor(s) or third-country audit entity(ies) from the relevant competent authorities from third countries through working arrangements."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,(EU ETS )?(lead )?auditor,auditor,"Where the assurance of sustainability reporting of a parent undertaking or a subsidiary undertaking of a group of undertakings is carried out by any auditor(s) or audit entity(ies) from a third country, the competent authority may request additional documentation on the assurance work performed by any third-country auditor(s) or third-country audit entity(ies) from the relevant competent authorities from third countries through working arrangements."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,1,sustainability reporting,sustainability reporting,"By way of derogation from the third subparagraph, where any independent assurance services provider(s), third-country auditor(s) or audit entity(ies) that have no working arrangements carried out the assurance of sustainability reporting of a parent undertaking or a subsidiary undertaking of a group of undertakings, the group auditor shall, when requested, also be responsible for ensuring proper delivery of the additional documentation on the assurance work performed by such independent assuranc"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,certificacao,high,1,independent assurance services provider,independent assurance services provider,"By way of derogation from the third subparagraph, where any independent assurance services provider(s), third-country auditor(s) or audit entity(ies) that have no working arrangements carried out the assurance of sustainability reporting of a parent undertaking or a subsidiary undertaking of a group of undertakings, the group auditor shall, when requested, also be responsible for ensuring proper delivery of the additional documentation on the assurance work performed by such independent assuranc"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,1,(EU ETS )?(lead )?auditor,auditor,"By way of derogation from the third subparagraph, where any independent assurance services provider(s), third-country auditor(s) or audit entity(ies) that have no working arrangements carried out the assurance of sustainability reporting of a parent undertaking or a subsidiary undertaking of a group of undertakings, the group auditor shall, when requested, also be responsible for ensuring proper delivery of the additional documentation on the assurance work performed by such independent assuranc"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,1,\baudit\w*,audit,"include an opinion and a statement, both of which shall be based on the work undertaken in the course of the audit, pursuant to points (a) and (b) of the second subparagraph of Article 34(1) of Directive 2013/34/EU;’;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,Assurance report on sustainability reporting
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\bassurance\b,Assurance,Assurance report on sustainability reporting
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"1. The statutory auditor(s) or the audit firm(s) shall present the results of the assurance of sustainability reporting in an assurance report on sustainability reporting. That report shall be prepared in accordance with the requirements of assurance standards adopted by the Commission by means of the delegated acts adopted pursuant to Article 26a(3), or, pending adoption by the Commission of those assurance standards, in accordance with national assurance standards, as referred to in Article 26"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"1. The statutory auditor(s) or the audit firm(s) shall present the results of the assurance of sustainability reporting in an assurance report on sustainability reporting. That report shall be prepared in accordance with the requirements of assurance standards adopted by the Commission by means of the delegated acts adopted pursuant to Article 26a(3), or, pending adoption by the Commission of those assurance standards, in accordance with national assurance standards, as referred to in Article 26"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,2. The assurance report on sustainability reporting shall be in writing and shall:
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\bassurance\b,assurance,2. The assurance report on sustainability reporting shall be in writing and shall:
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,identify the entity whose annual or consolidated sustainability reporting is the subject of the assurance engagement; specify the annual or consolidated sustainability reporting and the date and period it covers; and identify the sustainability reporting framework that has been applied in its preparation;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance engagement,identify the entity whose annual or consolidated sustainability reporting is the subject of the assurance engagement; specify the annual or consolidated sustainability reporting and the date and period it covers; and identify the sustainability reporting framework that has been applied in its preparation;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"include a description of the scope of the assurance of sustainability reporting which shall, as a minimum, identify the assurance standards in accordance with which the assurance of sustainability reporting was conducted;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\bassurance\b,assurance,"include a description of the scope of the assurance of sustainability reporting which shall, as a minimum, identify the assurance standards in accordance with which the assurance of sustainability reporting was conducted;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"3. Where the assurance of sustainability reporting was carried out by more than one statutory auditor or audit firm, the statutory auditor(s) or the audit firm(s) shall agree on the results of the assurance of sustainability reporting and submit a joint report and opinion. In the case of disagreement, each statutory auditor or audit firm shall submit his, her or its opinion in a separate paragraph of the assurance report on sustainability reporting and shall state the reason for the disagreement"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"3. Where the assurance of sustainability reporting was carried out by more than one statutory auditor or audit firm, the statutory auditor(s) or the audit firm(s) shall agree on the results of the assurance of sustainability reporting and submit a joint report and opinion. In the case of disagreement, each statutory auditor or audit firm shall submit his, her or its opinion in a separate paragraph of the assurance report on sustainability reporting and shall state the reason for the disagreement"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"4. The assurance report on sustainability reporting shall be signed and dated by the statutory auditor carrying out the assurance of sustainability reporting. Where an audit firm carries out the assurance of sustainability reporting, the assurance report on sustainability reporting shall bear the signature of at least the statutory auditor(s) carrying out the assurance of sustainability reporting on behalf of the audit firm. Where more than one statutory auditor or audit firm have been simultane"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"4. The assurance report on sustainability reporting shall be signed and dated by the statutory auditor carrying out the assurance of sustainability reporting. Where an audit firm carries out the assurance of sustainability reporting, the assurance report on sustainability reporting shall bear the signature of at least the statutory auditor(s) carrying out the assurance of sustainability reporting on behalf of the audit firm. Where more than one statutory auditor or audit firm have been simultane"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"5. Member States may require that, where the same statutory auditor carries out the statutory audit of annual financial statements and the assurance of sustainability reporting, the assurance report on sustainability reporting may be included as a separate section of the audit report."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"5. Member States may require that, where the same statutory auditor carries out the statutory audit of annual financial statements and the assurance of sustainability reporting, the assurance report on sustainability reporting may be included as a separate section of the audit report."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,6. The report of the statutory auditor or the audit firm on the consolidated sustainability reporting shall comply with the requirements set out in paragraphs 1 to 5.’;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,6. The report of the statutory auditor or the audit firm on the consolidated sustainability reporting shall comply with the requirements set out in paragraphs 1 to 5.’;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"the persons who carry out quality assurance reviews shall have appropriate professional education and relevant experience in statutory audit and financial reporting and, where applicable, in sustainability reporting and in the assurance of sustainability reporting or in other sustainability-related services, combined with specific training on quality assurance reviews;’;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,quality assurance review,quality assurance review,"the persons who carry out quality assurance reviews shall have appropriate professional education and relevant experience in statutory audit and financial reporting and, where applicable, in sustainability reporting and in the assurance of sustainability reporting or in other sustainability-related services, combined with specific training on quality assurance reviews;’;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"the scope of the quality assurance review, supported by adequate testing of selected audit files and, where applicable, assurance files, shall include an assessment of compliance with applicable auditing standards and independence requirements and, where applicable, with assurance standards, and an assessment of the quantity and quality of resources spent, of the audit fees and fees charged for the assurance of sustainability reporting, and of the internal quality control system of the audit fir"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,audit firm,audit firm,"the scope of the quality assurance review, supported by adequate testing of selected audit files and, where applicable, assurance files, shall include an assessment of compliance with applicable auditing standards and independence requirements and, where applicable, with assurance standards, and an assessment of the quantity and quality of resources spent, of the audit fees and fees charged for the assurance of sustainability reporting, and of the internal quality control system of the audit fir"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"quality assurance reviews shall take place on the basis of an analysis of the risk and, in the case of statutory auditors and audit firms carrying out statutory audits as defined in point (a) of point 1 of Article 2 and, where applicable, carrying out assurance of sustainability reporting, at least every six years;’;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"quality assurance reviews shall take place on the basis of an analysis of the risk and, in the case of statutory auditors and audit firms carrying out statutory audits as defined in point (a) of point 1 of Article 2 and, where applicable, carrying out assurance of sustainability reporting, at least every six years;’;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"reviewers shall have appropriate professional education and relevant experience in statutory audit and financial reporting and, where applicable, in sustainability reporting and in the assurance of sustainability reporting or in other sustainability-related services, combined with specific training on quality assurance reviews;’;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,quality assurance review,quality assurance review,"reviewers shall have appropriate professional education and relevant experience in statutory audit and financial reporting and, where applicable, in sustainability reporting and in the assurance of sustainability reporting or in other sustainability-related services, combined with specific training on quality assurance reviews;’;"
